Anzahl HA;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
52388793;1642673;423942;344679;416337;726001;978668;1314606;1498080;1412763;1736780;2752780;3664005;4144074;4688618;4566156;6671915;7037322;4571961;2739485;1057948;0,0314;0,0081;0,0066;0,0079;0,0139;0,0187;0,0251;0,0286;0,027;0,0332;0,0525;0,0699;0,0791;0,0895;0,0872;0,1274;0,1343;0,0873;0,0523;0,0202
