AnzahlHAges;VwdMwGes;stdVwdGes;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
17743642;6,4338;8,2417;824851;328946;224071;271938;432943;512664;642898;685835;582310;624140;902997;1118668;1198571;1310982;1255527;1848998;2030101;1442407;1011654;493141;0,0465;0,0185;0,0126;0,0153;0,0244;0,0289;0,0362;0,0387;0,0328;0,0352;0,0509;0,063;0,0675;0,0739;0,0708;0,1042;0,1144;0,0813;0,057;0,0278
