AnzahlBAges;VwdMwGes;stdVwdGes;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
607425;3,8872;3,7118;47028;10122;9073;6394;19071;30438;39434;41472;30715;27435;35010;38317;37446;39277;37148;51621;52145;30915;17793;6571;0,0774;0,0167;0,0149;0,0105;0,0314;0,0501;0,0649;0,0683;0,0506;0,0452;0,0576;0,0631;0,0616;0,0647;0,0612;0,085;0,0858;0,0509;0,0293;0,0108
