Anzahl BA;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
1347624;65712;18917;14865;9503;33275;58441;79297;87070;67797;64745;86692;97316;96972;101126;95310;130306;124644;68951;35649;11036;0,0488;0,014;0,011;0,0071;0,0247;0,0434;0,0588;0,0646;0,0503;0,048;0,0643;0,0722;0,072;0,075;0,0707;0,0967;0,0925;0,0512;0,0265;0,0082
